,frobenius error mean,frobenius error std,rmse error mean,rmse error std,frobenius adm4 mean,frobenius adm4 std,rmse adm4 mean,rmse adm4 std,parameter count
0,0.04361296255156194,0.027489899634430198,0.02180648127578097,0.013744949817215099,0.10284981226157712,0.02036503457641943,0.051424906130788574,0.010182517288209715,2
1,0.023105915465186054,0.013522932921995258,0.007701971821728684,0.004507644307331752,0.11698507051304392,0.06422394912338199,0.038995023504347984,0.02140798304112733,3
2,0.052613700285803554,0.027682810879825062,0.013153425071450888,0.0069207027199562655,0.19152697214935493,0.040258777068840776,0.047881743037338734,0.010064694267210197,4
3,0.09272694426214448,0.04159330110903394,0.018545388852428894,0.008318660221806785,0.28911167054550146,0.0445326462598644,0.05782233410910028,0.008906529251972885,5
4,0.0982572751159453,0.13003782058929483,0.016376212519324217,0.021672970098215807,0.3472087747468521,0.045433436937257654,0.057868129124475344,0.007572239489542942,6
5,0.06244332527060772,0.017429058919675427,0.008920475038658249,0.0024898655599536338,0.35021341920794224,0.09601461450041772,0.050030488458277456,0.01371637350005967,7
6,0.14261608945327509,0.03862145246376648,0.017827011181659386,0.004827681557970809,0.5188875752814315,0.13878357413744205,0.06486094691017893,0.01734794676718025,8
7,0.1528275201896226,0.07330913307818426,0.016980835576624727,0.00814545923090936,0.6540701267070047,0.1436561664789917,0.07267445852300052,0.015961796275443516,9
8,0.18657165106331625,0.07122066472675348,0.018657165106331624,0.007122066472675348,0.706182114998614,0.13468934197080018,0.07061821149986142,0.013468934197080017,10
