n_features,n_samples,embedding_dim,sigma_theta,sigma_Z,sample_cov_SSE,sample_cov_RMSE,ledoit_wolf_SSE,ledoit_wolf_RMSE,latent_model_SSE,latent_model_RMSE
100,50,10,1.0,0.1,1.704787882892494,0.0130567525935528,1.5145760954936398,0.012306811510272,30.804963468693234,0.0555022192967932
100,50,10,1.0,0.1,0.8423347440607303,0.0091778796247321,1.2870610083777585,0.0113448711247759,75.93220701125145,0.0871390882504811
100,50,10,1.0,10.0,192619160.5815197,138.7873051044366,184847392.2038508,135.95859377172556,1197996656.5455272,346.1208830084552
100,50,10,1.0,10.0,154789040.84472463,124.41424389704127,165059206.39857996,128.47536977902803,1136154678.418104,337.0689363347065
100,50,10,1.0,10.0,206154501.5938387,143.5808140364996,166523300.51709446,129.04390745676238,1051693319.4468735,324.2982145259012
100,50,10,1.0,10.0,177879424.5154344,133.37144541296476,175271797.61120576,132.39025553688072,1213901278.131693,348.41086064181366
100,50,10,1.0,10.0,196874851.9577416,140.31209924940242,183233389.17961508,135.36372822126873,1337148609.6776073,365.6704267065642
100,50,10,1.0,10.0,188279072.6137895,137.21482158053823,153112961.4804895,123.7388223155892,1204528198.4625435,347.063135245238
100,50,10,1.0,10.0,154770569.09517062,124.40682018891512,162058344.97864333,127.30213862250834,1060598210.0511758,325.6682683423695
100,50,10,1.0,10.0,157163109.83648348,125.36471187558462,147026872.7904938,121.2546381754091,1036165341.7193552,321.8952223502789
100,50,10,1.0,10.0,216001997.79764017,146.97006422997856,167616993.59458092,129.46698173456463,1167292518.7671208,341.6566286152108
100,50,10,1.0,10.0,285553789.39725965,168.98336882582842,240128002.39779803,154.96064093756132,1327896809.1528013,364.40318455699605
100,50,5,1.0,1.0,2892.591794060482,0.5378282062202094,2319.9698152912024,0.481660649761967,30411.62271420188,1.7438928497531572
100,50,5,1.0,1.0,6454.975697916464,0.8034286339132098,7707.857479630783,0.8779440460320227,42047.651360878095,2.050552397791339
100,50,5,1.0,1.0,5614.433885249017,0.74929526124546,7186.616307119739,0.8477391289258588,49513.99952602631,2.2251741398377414
100,50,5,1.0,1.0,4661.536105549476,0.682754429172706,4262.3741245442425,0.6528686027482286,47937.46303531009,2.189462560431443
100,50,5,1.0,1.0,4322.530774506493,0.6574595633578153,6694.066203251919,0.8181727325725247,59704.41198238856,2.443448628115364
100,50,5,1.0,1.0,2546.34967930424,0.5046136818700262,2910.369193262037,0.5394783770701135,43388.25351859958,2.082984721945881
100,50,5,1.0,1.0,2507.545821427818,0.5007540136062635,3148.016567507528,0.561071881981937,39223.74072652657,1.9804984404570125
100,50,5,1.0,1.0,2476.581185243543,0.4976526082764504,3583.056753383285,0.5985863975553807,44520.45236849699,2.10998702291026
100,50,5,1.0,1.0,11102.506727951406,1.053684332613492,8607.038270081619,0.927741250030504,37570.22434549104,1.9383040098367192
100,50,5,1.0,1.0,3013.8871112007564,0.5489888078276967,4839.224119629401,0.6956453205211262,71630.97149231922,2.676396298987114
100,50,25,1.0,1.0,139630.20155317095,3.7367124796158855,98688.0649573076,3.14146566044112,280843.5607847343,5.299467527825173
100,50,25,1.0,1.0,116889.92699645566,3.418916889841805,79376.96894560353,2.8173918603134265,265413.0495977721,5.151825400746536
100,50,25,1.0,1.0,128250.01766397762,3.5812011625148563,99942.9609854976,3.161375665521223,301968.57562827296,5.495166745679997
100,50,25,1.0,1.0,147130.19772377054,3.835755436987224,98769.0611329918,3.1427545423241665,261375.68242359013,5.112491392888503
100,50,25,1.0,1.0,109968.81450886995,3.316154618060954,87581.51211273897,2.959417376997353,268418.9157084812,5.180916093785744
100,50,25,1.0,1.0,109485.79929510788,3.308863842697489,88116.13108270791,2.968436138486188,272352.1990368744,5.218737385966786
100,50,25,1.0,1.0,115291.13821411927,3.395454876951235,85096.54429215421,2.917131198492009,265688.9477679526,5.154502379162829
100,50,25,1.0,1.0,143025.8151078189,3.781875395988331,101136.9590492456,3.180203752108434,282470.93475820223,5.314799476539093
100,50,25,1.0,1.0,146728.89789205318,3.8305208247972393,103716.31590476396,3.220501760669662,277140.6225461918,5.264414711496348
