Epoch,Loss,Z_llk,theta_llk,X_llk,SSE,RMSE
0,1872155.476059862,890.4651363759483,-43357.35288600043,-382112.92199223203,83.89371816040828,0.09159351405007253
100,41795.30585035306,907.3599476486665,-45423.29338275452,2745.914259866546,100.35202197178579,0.10017585635859855
200,39617.391114961676,899.0563640387593,-44926.31893836564,4429.655702553466,94.56304007516025,0.09724352938636086
300,37660.47117508869,895.0974867968838,-44352.648476237264,5815.662364293731,88.824728687383,0.09424687193078773
400,35886.20145627107,893.4167538535552,-43788.36393052012,7024.101574323485,82.82463879074005,0.09100804293618235
500,34492.472607666146,892.8661360412023,-43340.77853121408,7964.577845316748,77.10351079698584,0.08780860481580709
600,33312.075939823684,892.5978241312608,-42946.88519183347,8756.238140710673,71.6597986385512,0.08465211080566816
700,32237.10313533242,892.7937747348324,-42591.57964856551,9468.381450669147,66.57216306137657,0.08159176616630907
800,31411.5534460396,893.4214634687928,-42326.74716417043,10031.649459117525,61.58636178815481,0.07847697865498827
900,30697.05237140568,892.6654725085432,-42106.50020269927,10522.452295328738,56.81947089230025,0.07537869121462659
1000,30104.324698912038,891.5510416490484,-41930.764033749096,10940.864386327808,52.29218386326648,0.07231333477531404
1100,29518.797786041592,891.0036025015444,-41759.51637678588,11355.229543690943,48.039851321470366,0.0693107865497647
1200,28990.897367203077,891.6041154300186,-41607.07151958162,11729.542197995614,44.381169951885106,0.06661919389476662
1300,28531.410257878044,892.7879715544075,-41476.8311124068,12056.790182103983,41.161660113887166,0.0641573535254433
1400,28132.936634299906,894.8174475515556,-41362.317189770125,12338.57960525281,38.01531506089063,0.061656560933035044
1500,27800.203519318507,896.2573658101962,-41262.8695536194,12569.696252112542,34.94009979254918,0.05911015123694847
1600,27569.76376092171,896.4224506185014,-41193.29773247256,12728.015839343794,32.10679921239457,0.056662861922421974
1700,27326.8159942552,896.5476413580709,-41120.44431766103,12897.27189217263,29.427260641590294,0.05424689912021726
1800,27147.014459771148,897.0596331902059,-41065.0323373134,13022.632523957891,26.85515229644449,0.05182195702252521
1900,26984.667896177503,898.2352430467427,-41015.699853261314,13133.87904795484,24.364175707732098,0.049360080741153674
2000,26825.267026724436,899.4880573733908,-40968.90767661698,13243.021294672246,22.029184121171973,0.046935257665396864
2100,26697.72274564477,901.2126894586766,-40932.575770199604,13333.83065804978,19.879363660136043,0.044586280019907526
2200,26604.7034501384,902.9108836357935,-40904.940255249705,13395.227766280255,18.033541134588717,0.04246591708015821
2300,26485.851230755983,904.1658411468361,-40866.972771518136,13477.976613976563,16.44710531287018,0.040555030899840507
2400,26398.120538752835,905.2994763994558,-40840.51229811352,13538.32105596759,15.058106040409063,0.03880477553138155
2500,26319.743170283014,904.897535417487,-40817.736194889774,13594.032291265554,13.830793456774012,0.03718977474625786
2600,26251.85732237308,905.9643378946257,-40802.73066490162,13643.557817989911,12.820139530510021,0.03580522242705667
2700,26145.61845879568,908.9755324634154,-40770.52229339652,13716.754893642064,11.970671547973078,0.03459865828030485
2800,26039.589274859492,907.806829010759,-40734.19049185632,13787.34461575703,11.236487830021414,0.03352087085685786
2900,25945.14478118354,909.569183170415,-40707.181897676404,13854.071214055508,10.55120861113571,0.032482623987504004
3000,25850.449186665726,909.3533090114178,-40672.85960414066,13913.372016255327,9.885339961655019,0.03144096048414395
3100,25769.111998110406,911.6490780265395,-40648.41738068622,13968.157757510162,9.23094799087134,0.030382475196848825
3200,25719.81399834586,912.0799728543614,-40637.10296520815,14001.868167684224,8.658276562646744,0.029424949554156844
3300,25652.14163636993,915.5525355189914,-40612.84337839024,14046.567410924996,8.15076474761184,0.028549544212844877
3400,25607.80150699255,915.2050794726758,-40598.49907050308,14075.29017729592,7.669577766173766,0.027694002538769573
3500,25566.73086057569,917.4896124707734,-40590.14021497458,14105.974240984444,7.241090554324812,0.026909274524454952
3600,25533.161439801715,920.0864015070111,-40587.442370243945,14132.482803289739,6.866686023266674,0.02620436227666429
3700,25462.45991285752,922.1187909786835,-40568.06561399919,14183.910420123611,6.561040877023271,0.025614528840139296
3800,25412.86956745824,927.1856420951339,-40553.7878164321,14216.570909442236,6.325691357212647,0.02515092713442716
3900,25367.93843424238,926.0952458300471,-40536.8368663809,14243.747767909721,6.027866080298532,0.024551712934739442
4000,25363.217452569064,923.0731806081811,-40532.85996313341,14250.431270170742,5.750856973001287,0.023980944462221012
4100,25299.622168993603,923.5657686265356,-40513.77570045805,14291.027034315028,5.458478869697994,0.023363387745996944
4200,25245.745011137857,924.2173651332964,-40496.612965403816,14327.893852838537,5.204602932289892,0.02281359886622427
4300,25199.377536079523,922.3460959066811,-40477.36818191802,14352.263551016746,5.0078235836723115,0.022378167001951506
4400,25183.680370141912,923.8595244303114,-40469.023830366525,14362.209665525219,4.753888757443004,0.02180341431391655
4500,25167.865841125313,927.1810979024378,-40467.16066415676,14373.68069042346,4.5315955962291765,0.02128754470630463
4600,25160.708043008774,926.154291090822,-40464.31139062262,14377.562585257028,4.3745884554167525,0.020915516860495593
4700,25156.084028975558,925.9487576912433,-40463.065330454985,14381.192863542936,4.224025086194454,0.02055243315569826
4800,25155.294243881646,926.9465907647782,-40464.77763387754,14383.528475145264,4.066672380108444,0.020165992115709172
4900,25155.675508168573,926.7356678085127,-40464.22770186827,14381.914702852597,3.9678324155840854,0.019919418705333966
5000,25144.035577634007,926.856811351138,-40461.599848313024,14390.70745932788,3.8640047143875926,0.01965707179207421
