Epoch,Loss,Z_llk,theta_llk,X_llk,SSE,RMSE
2300,127200.66481834592,-1253.2031039212923,-42862.147849708635,-83057.07970547021,404619.3204045796,6.360969426153375
2400,124428.32889163287,-1253.1925958568697,-42835.23078464904,-80348.6622084833,397245.0224630192,6.3027376786839175
2500,121040.96475895692,-1252.3478552385918,-42781.526744728326,-76939.14263513272,390203.001506999,6.246623099779579
2600,116680.42348400786,-1250.5794693643684,-42735.67877705877,-72637.43243123258,383578.9038934556,6.193374717336704
2700,110276.60465170807,-1247.771957577421,-42710.17157798542,-66395.60951869279,377456.7840288179,6.143751167070637
2800,100267.24923176995,-1243.2787469347675,-42687.58619382741,-56350.70585803843,371879.14185993193,6.098189418671182
2900,87276.06625836946,-1237.4549904906441,-42651.23387450732,-43555.56516087738,366888.28569278773,6.057130390645289
3000,77396.09187004421,-1232.5560504670418,-42636.935627631654,-34130.516074494364,362406.2707475663,6.020018860000076
3100,68753.98545833107,-1229.1508695174912,-42597.636421778385,-24862.02975617574,358157.72440648085,5.984628011885787
3200,60833.7376298718,-1227.4326953418872,-42518.987145144,-17014.53056921806,354095.1241561676,5.950589249445538
3300,54167.92340269429,-1226.4398500383118,-42461.218450857894,-10437.314832709812,349821.21465149696,5.914568578108611
3400,51516.49865519222,-1225.8101177081926,-42398.24406804827,-7872.950142320171,345303.5837407091,5.876253770394105
3500,50054.86641451498,-1226.1792688117794,-42320.290594707185,-6494.628812150236,340843.48936597694,5.838180276130372
3600,49353.416813370306,-1227.0385517953553,-42258.840788917914,-5755.109967384933,336524.88833926036,5.801076523708856
3700,48091.74868164422,-1227.952136314331,-42172.27335738353,-4679.1959375646165,332373.5760682847,5.765184958596601
3800,47354.46366789627,-1228.7916310544215,-42117.513146905585,-4029.5376424003434,328387.20058926864,5.730507836040962
3900,46572.268832106485,-1229.6615711786653,-42021.841598882806,-3312.364194028097,324580.0164361375,5.697192435192418
4000,46447.47667249051,-1230.2525492968543,-41964.92154138751,-3037.9007903323973,320912.03112930106,5.664909806248473
4100,45398.44605443356,-1231.0679746201263,-41882.294139699734,-2280.543226226579,317402.91239123704,5.633852255706012
4200,44838.93925599891,-1231.4590155722794,-41831.67083082828,-1767.8451552027354,313997.14436515595,5.603544809896284
4300,46806.75174285004,-1232.1871678174293,-41834.43429000125,-2635.426409279554,310763.8956902197,5.574620127777496
4400,43750.346323791375,-1232.3306104103278,-41664.547149180115,-847.5788526944077,307610.49116281717,5.546264428990172
4500,43258.47225600949,-1233.1212565923481,-41585.953977249854,-432.09505669332293,304630.0089097217,5.519329750157369
4600,42793.84763875892,-1233.7717501035145,-41515.78506810186,-38.79932909493877,301714.0783624831,5.4928506111352
4700,42319.68842503049,-1234.6296494024907,-41434.7219787628,354.2374168872975,298928.06767626177,5.467431459801406
4800,41862.87519284739,-1235.405952181242,-41356.60631487206,733.8871013690966,296215.95359084476,5.442572494609926
4900,41408.19105792237,-1236.2217145683612,-41274.5873720122,1107.4014029178788,293590.44158763817,5.41839867108021
5000,40964.3339828042,-1237.1310839668572,-41191.86163387044,1464.6587350330942,291074.8468318474,5.39513527941466
