Epoch,Loss,Z_llk,theta_llk,X_llk,SSE,RMSE
1900,1009759.8547707599,-1244.963654880298,-905549.5510116308,-118450.17780888273,150889.07201589545,3.884444259040094
2000,4386629.67598481,-1235.9195708364266,-4252364.754694298,-125944.93758251931,150176.44232863554,3.875260537417266
2100,3793074.852035999,-1229.251105237971,-3686997.7968831696,-101320.54833767578,148493.0195437226,3.853479201237791
2200,3339074.9492583843,-1222.8629159678867,-3244876.0451819943,-95802.32497997626,146882.2379989361,3.8325218590235846
2300,2962370.175612139,-1216.5781965810406,-2860389.621059732,-92507.19646303491,145350.0516388062,3.812480185375475
2400,2627446.8292193855,-1210.5041125988478,-2530916.0331087597,-91950.84689610486,143862.95329045245,3.7929270134086766
2500,2351458.5315046925,-1204.5705880661592,-2253306.45569572,-91841.14413326103,142434.6829237442,3.7740519726647133
2600,3467671.8396527986,-1198.164481560556,-3360257.5837232303,-95615.67613719136,141197.41255035516,3.7576244164412604
2700,2666503.365594399,-1192.5891056810665,-2570729.413359366,-93465.48717629269,139881.80271117913,3.7400775755481206
2800,2323583.856446778,-1186.7452562198346,-2218716.4642013162,-94201.70358927666,138695.21798687484,3.7241806882437216
2900,3384321.9807622223,-1180.4846582915313,-3272928.631335854,-97319.47386708783,137645.96523773982,3.7100669163471918
3000,2559215.7250472098,-1175.300535165979,-2455947.8555365503,-93464.27754445796,136498.39455588988,3.694568913363096
3100,2053733.2955391277,-1170.2518607715424,-1955459.7604414707,-92804.5442923321,135363.33880595706,3.679175706676118
3200,2994713.8193557947,-1164.371349315045,-2890860.6460621767,-91789.61915685426,134415.6306764417,3.666273730594072
3300,2295262.010177616,-1159.6040850231823,-2198186.9734928254,-90805.59716496305,133378.99729916107,3.652108942777596
3400,2860517.9544151635,-1154.288813587429,-2758337.150050501,-90355.03101644317,132472.1332339897,3.6396721450425935
3500,3488729.4115718873,-1149.6594151581062,-3365654.547188982,-151269.17494444578,131521.32067185667,3.6265868343644647
3600,2549795.187480394,-1144.7833144601616,-2449721.3917525234,-88608.49470876306,130666.9170789641,3.6147879201823723
3700,3024951.6788753374,-1139.833530570112,-2916893.5732468055,-90160.90688508216,129865.20744401222,3.603681554244385
3800,2115528.69063581,-1135.5287769298607,-2062496.461179055,-88173.63119630989,129025.89070177655,3.5920174095036996
3900,2782586.063217148,-1130.832221690025,-2686640.329808101,-85797.29026259121,128324.97887805964,3.5822476028055292
4000,3274251.030654519,-1126.1566269408872,-3167614.109464359,-89917.6102995895,127555.62686229046,3.5714930612041025
4100,2563887.8090512077,-1122.0526095026491,-2508145.3328240085,-87749.68901115577,126828.85751415209,3.5613039397691417
4200,2218363.551587399,-1117.6604815849848,-2121120.596470826,-85395.7247384537,126177.64724083668,3.5521493104997224
4300,3849581.761257334,-1112.7661680529097,-3754935.850944256,-81932.42693424044,125383.72712905078,3.540956468654349
4400,3201376.848598749,-1108.9119383205389,-3107539.2629644936,-80147.98098734798,124783.7168160171,3.5324738755724328
4500,4018570.336220754,-1104.8297746393544,-3927836.1775190737,-80045.00297316702,124245.89523086803,3.5248531207820286
4600,3193091.8094305717,-1101.2715929270742,-3102304.68447787,-79493.59390928115,123659.69887417865,3.5165281013263456
4700,3047130.303971668,-1097.562054294715,-2955370.982641332,-79961.76228648378,123089.51030673966,3.508411468267932
4800,4772257.053808024,-1093.5277647555413,-4627707.981577755,-154188.7823000944,122414.07835236708,3.4987723325813467
4900,4053500.333548211,-1089.7904152177048,-3958351.943653445,-71866.82025013157,121887.46242123154,3.4912384968837564
5000,3753439.650433399,-1086.3120009569966,-3678184.742392192,-74168.59604024971,121393.47251046948,3.4841566054135598
