Epoch,Loss,Z_llk,theta_llk,X_llk,SSE,RMSE
3800,115906.92902995527,-1331.558359254921,-43251.56603532904,-71287.22041146856,162581.6598565619,4.032141612797869
3900,112323.64478508766,-1329.7496119400134,-43190.95491741029,-67768.05906560544,161428.66653868294,4.017818643725511
4000,108916.99633283721,-1327.951523170134,-43128.82988595196,-64427.01805530161,160273.846111352,4.003421612962491
4100,105674.67534001518,-1326.1680598335147,-43065.3021098234,-61251.54857572378,159116.87475599354,3.988945659644834
4200,102583.54314112329,-1324.4028274636053,-42998.61756013812,-58230.270384166986,157957.50653232847,3.9743868273273115
4300,99636.19436649096,-1322.658472604413,-42931.88722890266,-55352.977351671,156795.70049490032,3.9597436848222904
4400,96822.04811725314,-1320.937596604475,-42863.07126932604,-52610.519284282964,155631.50020453313,3.9450158453995234
4500,94134.44616663075,-1319.242042041268,-42794.182918179424,-49994.69411992504,154465.02760408726,3.930203908248109
4600,91564.09651157085,-1317.5683081043153,-42723.43671619522,-47497.872403065594,153296.34763614048,3.915307748263737
4700,89104.75935793133,-1315.9205694168309,-42651.836114618396,-45112.968310616256,152125.49977480236,3.9003269064887647
4800,86748.33716675529,-1314.2974057840372,-42577.556139045104,-42833.37671762299,150952.68300131298,3.8852629640902414
4900,84487.86036288772,-1312.6988879656924,-42499.84108854999,-40653.20049944063,149778.27381664154,3.870119814897746
5000,82318.42305630125,-1311.1388957102608,-42419.948950274746,-38587.335210316254,148614.15448090338,3.8550506414430328
