Epoch,Loss,Z_llk,theta_llk,X_llk,SSE,RMSE
2900,32701449.186471708,-3685.85242677038,-7795443.617005088,-24890580.273451,1885566756.3174672,434.2311315782724
3000,31556140.41157846,-3684.9368814282807,-7753267.584784124,-23788104.35062087,1881417002.4304976,433.75304061533643
3100,30482387.044131763,-3684.0227081719595,-7710057.878377433,-22758207.67472834,1877309126.3632762,433.2792547957121
3200,29475163.180156566,-3683.109599847433,-7667502.745651691,-21794146.83359262,1873243133.6783895,432.8097889002039
3300,28528550.191604175,-3682.1978883476936,-7625785.312322243,-20889810.138044894,1869217237.7650864,432.34445038245696
3400,27638830.69460166,-3681.28705579683,-7586814.259620785,-20039924.464010283,1865231029.4653819,431.88320521471775
3500,26796412.504893318,-3680.37748942618,-7544840.88459324,-19239765.479039427,1861283731.5717375,431.4259764515504
3600,26002919.031853464,-3679.469389456233,-7506293.818270749,-18485222.17997211,1857373317.434447,430.9725417511476
3700,25252829.36143133,-3678.5629916055464,-7469174.28019422,-17772687.141275972,1853501275.0324636,430.52308591206383
3800,24543108.951557837,-3677.6575391009646,-7433640.231015317,-17098839.18068743,1849666677.1970668,430.0775136178437
3900,23870278.101705223,-3676.75365123761,-7399356.834041291,-16460751.375580098,1845868271.352076,429.6356911794078
4000,23233186.94445334,-3675.8510024272146,-7367299.05244014,-15855753.538349021,1842105515.782654,429.19756706936886
4100,22624922.59478852,-3674.949923359074,-7333596.945500626,-15281695.357874129,1838379051.5530875,428.76322738232676
4200,22048571.316056482,-3674.050548314538,-7302769.310836371,-14736473.202405013,1834686685.729603,428.33242764581826
4300,21496809.175379723,-3673.15251669375,-7269753.378096442,-14218023.298460659,1831026807.9286392,427.90499038088376
4400,20970595.29284948,-3672.256267207894,-7237110.080709535,-13724614.647871137,1827400018.8229594,427.4809959311593
4500,20466201.95071364,-3671.3615589274414,-7203026.539661434,-13254555.357910119,1823805772.374129,427.06039062106055
4600,19983330.284961436,-3670.468218837007,-7168552.194860434,-12806317.736720167,1820242517.864876,426.64300273939506
4700,19520297.861760125,-3669.5764568478817,-7133516.67747688,-12378458.064162578,1816710979.535993,426.22892669737877
4800,19073823.883319374,-3668.6866162048973,-7096083.418904398,-11969643.99008386,1813208441.34938,425.8178532364958
4900,18645787.662309375,-3667.7983181160016,-7059215.239313235,-11578695.52956065,1809735137.0734313,425.40981853660065
5000,18235124.92771922,-3666.9202256048534,-7023414.083870339,-11208043.923623279,1806325402.5633183,425.0088707972243
